Cluster ID,confidence_score,,id,lon,geo_id,geowkt,lat,title,geo_source,title_source,name_parts,data_source,description 
47,0.66457206,,4513,,,,,Sonya Vidov,,,"{""given-name"": ""Sonya"", ""surname"": ""Vidov""}",1,"Sonya Vidov She was born on 23 April 1899 in Vilna, Polish Lithuania.Her father was a lumber merchant.She learned in a cheder and afterwards in a four-class school"
4212,1.0,,4514,,,,,Moshe-Dovid Vidrevitsh,,,"{""given-name"": ""Moshe-Dovid"", ""surname"": ""Vidrevitsh""}",1,"Moshe-Dovid Vidrevitsh Born on 18 January 1867 in Vitebsk, White Russia, into a family of great pedigree.After his marriage he tried trading, but without success.For thirty years he was a Hebrew teacher in Warsaw"
4213,1.0,,4515,,,,,Vitya Viktorov,,,"{""given-name"": ""Vitya"", ""surname"": ""Viktorov""}",1,"Vitya (Avigdor) Viktorov Born in 1914, son of Berl Waxman, administrator of a Yiddish theatre.At the age of twenty-nine, he fell at the Front in the struggle against the Nazis.Sh"
4214,1.0,,4516,,,,,Herman Vild,,,"{""given-name"": ""Herman"", ""surname"": ""Vild""}",1,"Herman Vild V.was a cantor in Sereth, Bukovina.Then he became a folksinger, and he used to sing his own composed compositions, and he was especially popular with his song ""Di tsigeynerin"""
4215,1.0,,4517,,,,,Regina Viner-Likhtiger,,,"{""given-name"": ""Regina"", ""surname"": ""Viner-Likhtiger""}",1,"Regina Viner-Likhtiger V.was born on 25 March 1900 in Lodz, Poland.Her parents were merchants"
4216,1.0,,4518,,,,,Gertrude Vinik,,,"{""given-name"": ""Gertrude"", ""surname"": ""Vinik""}",1,"Gertrude Vinik V.was born on 25 May 1904 in Stepin, Rovno region, Volin.Her father was a house builder"
4217,1.0,,4519,,,,,Viniver,,,"{""given-name"": ""Viniver""}",1,"Viniver V.was a badkhan from Hungary.He often used to come to Galicia to wealthy weddings, for which he used to perform ""shtik"""
4218,1.0,,4520,,,,,Betty Vinovits,,,"{""given-name"": ""Betty"", ""surname"": ""Vinovits""}",1,"Betty Vinovits V.was born in Odessa, Ukraine.Her father was the orchestra conductor for Goldfaden in Odessa, where V.also acted in small roles"
4219,1.0,,4521,,,,,Frida Vitalina,,,"{""given-name"": ""Frida"", ""middle-name"": ""Vitalina""}",1,"Frida Vitalina (Shimaliska, Lapin) W.was born on 5 June 1886 in Vilna, Poland/Lithuania.Her father was the founder of a travel agency"
4220,1.0,,4522,,,,,Fishl Vitkover,,,"{""given-name"": ""Fishl"", ""surname"": ""Vitkover""}",1,"Fishl Vitkover Born on 13 June 1889 in Kristopol, Galicia, in a Chasidic home.He studied in German Christian science and theology.And according to an unverified sounds, crossing over to Christian beliefs"
4221,1.0,,4523,,,,,B. Vladeck,,,"{""given-name"": ""B."", ""surname"": ""Vladeck""}",1,"B.Vladeck (Barukh-Nakhman Charney) V.was born on 1 January 1886 in Dukor, White Russia (today Dukora, Belarus -- ed.)"
4222,1.0,,4524,,,,,Velvl Vladir,,,"{""given-name"": ""Velvl"", ""surname"": ""Vladir""}",1,"Velvl Vladir V.was born in 1894 in Kishinev, Bessarabia.According to Julian Schwartz he was a folk-actor, a cultured (person), who acted in father roles in professional Yiddish theatre"
4223,1.0,,4525,,,,,Pesye Volfine,,,"{""given-name"": ""Pesye"", ""surname"": ""Volfine""}",1,"Pesye Volfine She was born on 1 April 1904 in Brest-Litovsk, Polish Lithuania.Her father was a shoemaker.In 1915 V"
4224,1.0,,4526,,,,,M. Volgeshafen,,,"{""given-name"": ""M."", ""surname"": ""Volgeshafen""}",1,"M.Volgeshafen According to Regina Prager: ""Volgeshafen"" was a retired soldier, and [around 1885] there arrived in Galicia a concession of the Yiddish theatre.He put together a troupe (Chaim-Shmuel Lukatsher, Meyerovitsh and his wife, Liza Eynhorn, Sam Adler, et al), and then they performed across the state and cities of Galicia"
4225,1.0,,4527,,,,,David Volkenshteyn,,,"{""given-name"": ""David"", ""surname"": ""Volkenshteyn""}",1,"David Volkenshteyn Born in 1891 in the Ukraine.Was one of the vogiikste Soviet novelists.He began his literary activity with a Russian story in Gorki's collection book ""Lyetofis"", then collaborated in the Russian daily newspaper ""Kievskaya misl"", a'a Russian periodicals"
4226,1.0,,4528,,,,,Vorobeytshik,,,"{""surname"": ""Vorobeytshik""}",1,"Vorobeytshik He was a substitute coworker for the Odessa Museum, who...the name....Mendele Mukher Sefarim.He wrote reviews about Yiddish theatre"
4227,1.0,,4529,,,,,Shmuel Vulman,,,"{""given-name"": ""Shmuel"", ""surname"": ""Vulman""}",1,"Shmuel Vulman V.was born on 12 February 1896 in Kalushin, Warsaw region, Poland, into a poor, Chasidic family.He learned in a cheder, Beit HaMedrash, later, through [his own culture=zelbstbildung], acquired secular knowledge"
50,0.6045985,,4530,,,,,Lyuba Vyesyolaya,,,"{""given-name"": ""Lyuba"", ""surname"": ""Vyesyolaya""}",1,"Lyuba Vyesyolaya (Shoskin) V.was born in 1897 in Nesvizh, Minsk Gubernia, White Russia.As a child of six she went with her family to Lugansk (Luhansk, Ukraine today -- ed.), where she learned in school and would attract attention due to her beautiful voice"
234,0.85441166,,4531,,,,,Ida Vysotsky,,,"{""given-name"": ""Ida"", ""surname"": ""Vysotsky""}",1,"Ida Vysotsky V.was born in September 1903 in Slonim, Grodno Gubernia, Polish Lithuania, into a working family.She completed a Yiddish school, a four-class gymnasium, and Yiddish pedagogical courses"
44,0.8306031,,4532,,,,,Ben Zion Wagner,,,"{""given-name"": ""Zion"", ""surname"": ""Wagner"", ""patronymic"": ""Ben""}",1,"Ben Zion Wagner.Born 1889 in Zyrardow, Warsaw region, Poland.Father - a sewing machine mechanic"
4228,1.0,,4533,,,,,A. Waiter,,,"{""given-name"": ""A."", ""surname"": ""Waiter""}",1,"A.Waiter (Isaac Meir Devenishski) Born in June [July?] 1878 [1879?, according to Z.Reyzen on his passport from six years of age [according to E"
4229,1.0,,4534,,,,,Benny Wallerstein,,,"{""given-name"": ""Benny"", ""surname"": ""Wallerstein""}",1,"Benny Wallerstein W.was born on 22 August 1899 in London, England.His parents were the actors Esther and Saul Wallerstein"
4230,1.0,,4535,,,,,Ella Wallerstein,,,"{""given-name"": ""Ella"", ""surname"": ""Wallerstein""}",1,"Ella Wallerstein (Geshpas) W.was born on 24 September 1892 in Lemberg, Galicia.Her father was a tailor"
4231,1.0,,4536,,,,,Esther Wallerstein,,,"{""given-name"": ""Esther"", ""surname"": ""Wallerstein""}",1,"Esther Wallerstein (Goldstein) W.was born on 18 October 1877 in Grodno, Polish Lithuania, into a pious family.Her mother was the owner of a fruit store"
4232,1.0,,4537,,,,,Hymie Wallerstein,,,"{""given-name"": ""Hymie"", ""surname"": ""Wallerstein""}",1,"Hymie Wallerstein W.was born in 1867 in Grodno, Polish Lithuania, to parents who were innkeepers.He came with his family to America and here completed public school"
4233,1.0,,4538,,,,,Rose Wallerstein,,,"{""given-name"": ""Rose"", ""surname"": ""Wallerstein""}",1,"Rose Wallerstein W.was born on 25 January 1896 in New York, America.Her father is the actor Hymie Wallerstein"
4234,1.0,,4539,,,,,Saul Wallerstein,,,"{""given-name"": ""Saul"", ""surname"": ""Wallerstein""}",1,"Saul Wallerstein W.was born on 3 February 1873 in Kovno, Lithuania.His parents were innkeepers"
4235,1.0,,4540,,,,,Pola Walter,,,"{""given-name"": ""Pola"", ""surname"": ""Walter""}",1,"Pola Walter (Shreyder) She was born in Riga, Lettland (Latvia).Her parents were owners of a clothing business, which was moved across to Vilna.Here W"
189,0.736716,,4541,,,,,Feivl Warshavsky,,,"{""given-name"": ""Feivl"", ""surname"": ""Warshavsky""}",1,"Feivl Warshavsky (Iserovski) Born on 8 July 1897 in Wlodzislaw, Kielce Gubernia, Poland.His grandfather on his mother's side -- Kielce rabbi R' Velvele Treisman, and aged uncle of the Ger rabbi the ""shfs emes"".He learned in Makow's yeshiva, also had a little secular education"
4236,1.0,,4542,,,,,Yitskhok Meir Warshavsky,,,"{""given-name"": ""Yitskhok"", ""middle-name"": ""Meir"", ""surname"": ""Warshavsky""}",1,"Yitskhok Meir Warshavsky (Iserovski) Born in 1890 in Voydislav (Wodzislaw -- ed.), Kielce Gubernia, to Chasidic parents.He received a strong Orthodox education and, after moving over to Lodz, received an elementary education.His stage career began as a Polish-Yiddish coupletist, and then he acted for a season in Polish with the actors Ludvinski and Shotland"
4237,1.0,,4543,,,,,Jakob Wasserman,,,"{""given-name"": ""Jakob"", ""surname"": ""Wasserman""}",1,"Jakob Wasserman W.was born in 1880 in Plotsk, Poland.In all he wandered across Western Galicia, America, India, and other lands"
4238,1.0,,4544,,,,,Michael Weichert,,,"{""given-name"": ""Michael"", ""surname"": ""Weichert""}",1,"Dr.Michael Weichert Born on 5 May 1890 in Staremiasto, Galicia-Podolia.His father was a grain merchant, a half-mashkhil, and a half-msngd"
107,0.56364095,,4545,,,,,Miriam Weide,,,"{""given-name"": ""Miriam"", ""surname"": ""Weide""}",1,"Miriam Weide (Weidenfeld) W.was born in 1897 in Warsaw, Poland.She completed a middle school and then worked in a bank"
4239,1.0,,4546,,,,,Moshe Weide,,,"{""given-name"": ""Moshe"", ""surname"": ""Weide""}",1,"Moshe Weide W.was born in 1895 in Warsaw, Poland.M"
4240,1.0,,4547,,,,,Harry Weinberg,,,"{""given-name"": ""Harry"", ""surname"": ""Weinberg""}",1,"Harry Weinberg (Aaron) Born on 1 July 1891 in Warsaw, Poland.His father was an employee in Rosenberg's parve mill.He learned in a cheder, and in the community Talmud Torah"
4241,1.0,,4548,,,,,Herman Weinberg,,,"{""given-name"": ""Herman"", ""surname"": ""Weinberg""}",1,"Herman Weinberg Born in 1863 in Lemberg, Galicia.Descended from a Vibranavker tsadik.From age seven until age twelve he sang with cantors and in Lemberg's temple with Cantor Bachman"
4242,1.0,,4549,,,,,Karl Weinberg,,,"{""given-name"": ""Karl"", ""surname"": ""Weinberg""}",1,"Karl Weinberg (Chaim Herbst) W.was born on 15 February 1893 in Warsaw, Poland.His father was a sugar baker"
4243,1.0,,4550,,,,,Moshe Weinberg,,,"{""given-name"": ""Moshe"", ""surname"": ""Weinberg""}",1,"Moshe Weinberg Born on 5 October 1872 in Lemberg, Eastern Galicia.He was the brother of Herman W.From age six to sixteen he sang in a chorus of a Lemberg temple, and then he entered into the troupe of Gimpel, where Goldfaden staged then, ""Doctor Yozelman,"" and gave him the three small roles of ""Birgermeister (Mayor),"" ""Pfaltz"" and ""Kenig (King)."" After acting for four years in this theatre, W"
4244,1.0,,4551,,,,,Yeshayahu Daniel Weinberg,,,"{""given-name"": ""Yeshayahu"", ""middle-name"": ""Daniel"", ""surname"": ""Weinberg""}",1,"Yeshayahu Daniel [S.D.] Weinberg Born on 15 June 1888 in Bialo Mazovietsk, Poland, into a well-to-do family.He learned in a cheder, Beit HaMedrash"
4245,1.0,,4552,,,,,Charles Weinblatt,,,"{""given-name"": ""Charles"", ""surname"": ""Weinblatt""}",1,"Charles Weinblatt (Kalmen) W.was born on 19 May 1877 in Braila, Romania.His father was he actor Israel Weinblatt."
4246,1.0,,4553,,,,,Israel Weinblatt,,,"{""given-name"": ""Israel"", ""surname"": ""Weinblatt""}",1,"Israel Weinblatt (Wurtzl) Born in 1853 in Sadagora, Galicia.His grandfather R' Shabtai'le was cantor, his father a Hebrew teacher.According to Mrs"
48,0.5554422,,4554,,,,,Boris Weiner,,,"{""given-name"": ""Boris"", ""surname"": ""Weiner""}",1,"Boris Weiner W.was born on 17 August 1895 in Piotrkow, Minsk Gubernia, White Russia (Belarus).His father was a timber merchant"
4247,1.0,,4555,,,,,Bracha Weiner,,,"{""given-name"": ""Bracha"", ""surname"": ""Weiner""}",1,"Bracha Weiner **Editor's note: Needs work.In ""Arbeter tsaytung"" (Journal, N'295, 1928), it was written: ""She was known in each city and shtetl of Bessarabia, Bukovina and Regat.An itinerant Yiddish actress, she was a homeless person, a movable undnitse? who had roamed about the earth for different, arranging here an amateur production, here a literary evening with whom she used to do declarations as Bialik, Peretz, and other poets"
4248,1.0,,4556,,,,,Helena Weiner,,,"{""given-name"": ""Helena"", ""surname"": ""Weiner""}",1,"Helena Weiner Born in 1875 in Peterburg, Russia.At the age of thirteen she entered into work in a factory, early on as a lern-meydl, then as a worker.W"
4249,1.0,,4557,,,,,Shlomo Weingold,,,"{""given-name"": ""Shlomo"", ""surname"": ""Weingold""}",1,"Shlomo Weingold (Spiridian Voyka) Born on 9 August 1889 in Iasi, Romania, to Christian parents (his mother -- an Italian woman, his father -- a Romanian).At six months his father died, and when he was nine years old -- his mother.Not being able to move over to the treatment(?) of his other family members, W"
4250,1.0,,4558,,,,,Max Weinreich,,,"{""given-name"": ""Max"", ""surname"": ""Weinreich""}",1,"Dr.Max Weinreich (Meir) Born on 22 April 1894 in Goldingen, Courland.Father -- a merchant"
4251,1.0,,4559,,,,,I.J. Weinrot,,,"{""given-name"": ""I."", ""surname"": ""Weinrot""}",1,"I.J.Weinrot(Yitzhak Yosef) Born on 5 November 1905 in Lodz, Poland.Father -- a bookbinder"
4252,1.0,,4560,,,,,Joseph Weinshelbaum,,,"{""given-name"": ""Joseph"", ""surname"": ""Weinshelbaum""}",1,"Joseph Weinshelbaum W.was born in 1890 in Proskurov, Podolia Gubernia., Ukraine, to not well-to-do parents.He completed a Yiddish-Russian government school"
4253,1.0,,4561,,,,,Bernard Weinstein,,,"{""given-name"": ""Bernard"", ""surname"": ""Weinstein""}",1,"Bernard Weinstein W.was born on 10 July 1866 in Odessa, Ukraine, into a poor family.When he was young he became an orphan, and W"
4254,1.0,,4562,,,,,Charles Weinstein,,,"{""given-name"": ""Charles"", ""surname"": ""Weinstein""}",1,"Charles Weinstein W.was born on 15 June 1890 in Romanov, Galicia.He learned in cheder, in a yeshiva in Kluyzenburg (Hungary)"
4255,1.0,,4563,,,,,Sol Weinstein,,,"{""given-name"": ""Sol"", ""surname"": ""Weinstein""}",1,"Sol Weinstein As Goldfaden had delivered/passed told to Sh.L.Citron, W"
4256,1.0,,4564,,,,,Joseph Weinstock,,,"{""given-name"": ""Joseph"", ""surname"": ""Weinstock""}",1,"Joseph Weinstock Born on 19 April 1858 in Kremenitz, Volin Gubernia.His father was a non-Orthodox rabbi.He completed a four-class gymnasium and a rabbinical school in Zhitomir"
4257,1.0,,4565,,,,,Simcha Weinstock,,,"{""given-name"": ""Simcha"", ""surname"": ""Weinstock""}",1,"Simcha Weinstock Born in 1898 in Lodz, Poland, into a merchant family.He completed a Yiddish-Polish gymnasium, later for a time worked in a printing shop.In his younger years he directed with the dramatic studio ""Baginen"" for the ""Bund"" in Lodz"
4258,1.0,,4566,,,,,Frances Weintraub,,,"{""given-name"": ""Frances"", ""surname"": ""Weintraub""}",1,"Frances Weintraub (Feyne) W.was born on 5 October 1895 in New York, America.Her parents were the actors Rivka and Zigmund Weintraub"
4259,1.0,,4567,,,,,Milton Weintraub,,,"{""given-name"": ""Milton"", ""surname"": ""Weintraub""}",1,"Milton Weintraub W.was born on 24 November 1897 in New York, America.His parents were the Yiddish actors Zigmunt and Rivka Weintraub {""Lexicon of the Yiddish Theatre"", Vol"
4260,1.0,,4568,,,,,Rebecca Weintraub,,,"{""given-name"": ""Rebecca"", ""surname"": ""Weintraub""}",1,"Rebecca Weintraub (Rivka Fusfeld) W.was born in 1874 in Brody, Galicia.Her parents were poor tailors"
4261,1.0,,4569,,,,,Sally Weintraub,,,"{""given-name"": ""Sally"", ""surname"": ""Weintraub""}",1,"Sally Weintraub According to Bader's Calendar, W.was a coupletist and a variety actress.W"
4262,1.0,,4570,,,,,Sigmund Weintraub,,,"{""given-name"": ""Sigmund"", ""surname"": ""Weintraub""}",1,"Sigmund Weintraub (Zygmunt) Born in November 1874 in Belz, Bessarabia.Parents -- owners of a haberdashery business.Until age eleven he learned in cheders and in a governmental school, later with a teacher"
4263,1.0,,4571,,,,,Simcha Weintraub,,,"{""given-name"": ""Simcha"", ""surname"": ""Weintraub""}",1,"Simcha Weintraub (Fisfeld; Symcha Wajntraub) V.was born on 4 February 1890 in Warsaw, Poland.His father was a boy-entrepreneur"
4264,1.0,,4572,,,,,W. Weintraub,,,"{""given-name"": ""W."", ""surname"": ""Weintraub""}",1,"W.Weintraub Born in Lovitsh (Łowicz), Poland, to Chasidic parents.As a child, W"
4265,1.0,,4573,,,,,Leah Weintraub-Graf,,,"{""given-name"": ""Leah"", ""maiden-surname"": ""Weintraub"", ""surname"": ""Graf""}",1,"Leah Weintraub-Graf Born on 10 September 1888 in Botashan, Rumania Her father worked in the Yiddish theatre.A year later she was taken with her family over to Bucharest where W.studied in the evangelical school and learned Yiddish in the home"
4266,1.0,,4574,,,,,Leon Weisenfeld,,,"{""given-name"": ""Leon"", ""surname"": ""Weisenfeld""}",1,"Leon Weisenfeld Born on 7 February 1885 in Zheskov (Rzeszow -- ed.), Galicia, to pious parents.He learned in a cheder and privately with a teacher.At the age of fourteen, he immigrated to Germany, and five years later he came with his brother to America"
4267,1.0,,4575,,,,,Muni Weisenfreund,,,"{""given-name"": ""Muni"", ""surname"": ""Weisenfreund""}",1,"Muni Weisenfreund (Meshilem Meier; Paul Muni) Muni Weisenfreund (Veyzenfreynd), a.k.a.Paul Muni, was born in September 1897 (according to a verbal declaration by Z.Zylbercweig--1895] -- in Lemberg, Galicia"
4268,1.0,,4576,,,,,Phillip Weisenfreund,,,"{""given-name"": ""Phillip"", ""surname"": ""Weisenfreund""}",1,"Phillip Weisenfreund Born in 1860 in Nadvorna, Galicia.His father used to import colonial goods from Hungary.He learned in a cheder and as a youth sang with a cantor"
4269,1.0,,4577,,,,,Salli Weisenfreund,,,"{""given-name"": ""Salli"", ""surname"": ""Weisenfreund""}",1,"Salli Weisenfreund (Khaya Tsilke Fishler) W.was born in 1876 in Stanislawow, Galicia.When she was a year-and-a-halfold her mother passed away, and her father took her to stay with her grandmother"
4270,1.0,,4578,,,,,Avraham-Yakov Weislitz,,,"{""given-name"": ""Avraham-Yakov"", ""surname"": ""Weislitz""}",1,"Avraham-Yakov (Jacob) Weislitz W.was born on 31 December 1891 in Konsk, Poland.His father was a cultured person and left him to study in a gymnasium"
4271,1.0,,4579,,,,,Yocheved Weislitz,,,"{""given-name"": ""Yocheved"", ""surname"": ""Weislitz""}",1,"Yocheved Weislitz (Provizor) W.was born in 1889 in Bloyne, by Warsaw, Poland.After her marriage to Jacob Weislitz, she acted with him in her first dramatic role in the various Yiddish dramatic productions across the Polish provinces"
4272,1.0,,4580,,,,,Aaron Weisman,,,"{""given-name"": ""Aaron"", ""surname"": ""Weisman""}",1,"Aaron Weisman Born on 10 April 1887 in Belaya Tserkov, Ukraine.Parents -- owners of a colonial business.He learned in a cheder, and when his family moved to Odessa, W"
49,0.84531814,,4581,,,,,Bernardo Weisman,,,"{""given-name"": ""Bernardo"", ""surname"": ""Weisman""}",1,"Bernardo Weisman Born in 1873 in Bucharest, Rumania, to Orthodox parents.He was a choirboy in the local large shul with Cantor Avraham Frakhtenberg.Afterwards with the cantors Sholam, Goldenberg et al"
4273,1.0,,4582,,,,,Louis Weiss,,,"{""given-name"": ""Louis"", ""surname"": ""Weiss""}",1,"Louis Weiss (Louie) Born on 15 August 1891 in Uman, Kiev Gubernia, Ukraine.Father -- supervisor in his brother's garden chateau, where they used to perform theatre and also used to direct the technical work when Yiddish troupes used to act there.W"
4274,1.0,,4583,,,,,Wilhelm Weiss,,,"{""given-name"": ""Wilhelm"", ""surname"": ""Weiss""}",1,Wilhelm Weiss W.was Kapellmeister and artistic leader for [tsen guts] variety.W
4275,1.0,,4584,,,,,Louis Weissberg,,,"{""given-name"": ""Louis"", ""surname"": ""Weissberg""}",1,"Louis Weissberg Born on 13 August, 1883 in Kiev, Ukraine.His parents were merchants.W"
4276,1.0,,4585,,,,,Rachel Weissberg,,,"{""given-name"": ""Rachel"", ""surname"": ""Weissberg""}",1,"Rachel Weissberg Born on 23 of February 1901 in Sadagora, Bukovina.Her father was a business man.She finished her learning in Novoselitz in an elementary school, and after arriving in 1913 with the family in Vienna, finished there in a public and commercial school"
4277,1.0,,4586,,,,,Bessie Weissman,,,"{""given-name"": ""Bessie"", ""surname"": ""Weissman""}",1,"Bessie Weissman She was born in New York, America.Her father was the prompter and playwright Reuben Weissman.As a four-year-old child, until age ten, she acted in children's roles with Adler and Thomashefsky"
4278,1.0,,4587,,,,,Dora Weissman,,,"{""given-name"": ""Dora"", ""surname"": ""Weissman""}",1,"Dora Weissman W.was the wife of actor Morris Weissman (""Der shvartser Weisman""), and followed the same acting path as her husband.Sholem Santop pictured her in this way: ""Dora was a [less/lower=nidrike] Jew with several [mordes?], and almost without a [neck=haldz]"
4279,1.0,,4588,,,,,Dora Weissman,,,"{""given-name"": ""Dora"", ""surname"": ""Weissman""}",1,"Dora Weissman She was born in Odessa, Ukraine.Her father was a prompter and playwright Reuben Weissman.As a two-year-old child she immigrated with her family to America and a year later went onto the stage, because a child fell in the play ""Moshe rabeinu"", and she then had to play ""Moshe"""
4280,1.0,,4589,,,,,Reuben Weissman,,,"{""given-name"": ""Reuben"", ""surname"": ""Weissman""}",1,"Reuben Weissman Born on 25 February 1855 in Odessa, Ukraine.His father was a shokhet (ritual slaughterer), then an owner of a restaurant, who gave him a traditional, Jewish education with designs to make him a rabbi.W"
4281,1.0,,4590,,,,,Israel Welichansky,,,"{""given-name"": ""Israel"", ""surname"": ""Welichansky""}",1,"Israel Welichansky Born in Brest-Litovsk, Russia-Lita, into a rabbinic family.Father -- a scholar.Mother -- maintained a candy store and a bakery"
233,0.7360961,,4591,,,,,Ruben Wendorf,,,"{""given-name"": ""Ruben"", ""surname"": ""Wendorf""}",1,"Ruben Wendorf Born 1892 in Minsk, White Russia.Started a stage career with Hirshbein’s troupe and then played in Povsky’s Folks Theatre.He left for London before World War I and returned to Russia after the October revolution"
4282,1.0,,4592,,,,,Leola Wendorff,,,"{""given-name"": ""Leola"", ""surname"": ""Wendorff""}",1,"Leola Wendorff(Vaserman) Born in Warsaw, Poland, into a very religious family.Father -- a former Nikolayev soldier, who traded lumber and animals in Russia.She learned with ""small rbile"" verses and Rashi, and privately with a Russian and Polish teacher"
4283,1.0,,4593,,,,,Mishel-Adolf Werbel,,,"{""given-name"": ""Mishel-Adolf"", ""surname"": ""Werbel""}",1,"Mishel-Adolf Werbel (Moshe Avraham) W.was born in 1850 in Odessa, Ukraine.His father was the poet Eliahu Mordechai Werbel"
4284,1.0,,4594,,,,,Clara Wetstein,,,"{""given-name"": ""Clara"", ""surname"": ""Wetstein""}",1,"Clara Wetstein (Nekheles-Buksenboym) W.was born in 1875 in Lemberg, Galicia.Her father was a tailor"
4285,1.0,,4595,,,,,David Wetstein,,,"{""given-name"": ""David"", ""surname"": ""Wetstein""}",1,"David Wetstein W.was born in 1874 in Krakow, Galicia.His father was a tailor"
4286,1.0,,4596,,,,,Jacob Wexler,,,"{""given-name"": ""Jacob"", ""surname"": ""Wexler""}",1,"Jacob Wexler Born 10 April 1882 in Sekareny, Bessarabia.His father was an Orthodox tobacco merchant.W"
4287,1.0,,4597,,,,,Batya Wiernik,,,"{""given-name"": ""Batya"", ""surname"": ""Wiernik""}",1,"Batya Wiernik W.was born on 21 March 1884 in Vilna, Polish Lithuania.She is the sister of Peretz Wiernik"
4288,1.0,,4598,,,,,Yitzhak Wiernik,,,"{""given-name"": ""Yitzhak"", ""surname"": ""Wiernik""}",1,"Yitzhak Wiernik Born on 6 January 1886 in Odessa, Ukraine.Father -- a small dealer.He was raised by his grandfather in Praga, Warsaw"
4289,1.0,,4599,,,,,Jacob Wigodski,,,"{""given-name"": ""Jacob"", ""surname"": ""Wigodski""}",1,"Dr.Jacob Wigodski W.was born on 3 April 1857 in Bobruisk, Minsk Gubernia, White Russia"
4290,1.0,,4600,,,,,Bernard Wilensky,,,"{""given-name"": ""Bernard"", ""surname"": ""Wilensky""}",1,"Bernard Wilensky Born approximately in 1866 in Bialystok, Poland, Wilensky’s parents were merchants who gave their son Bernard a traditional Jewish education.His teacher was Sh.Yanovsky"
4291,1.0,,4601,,,,,Julian Wilensky,,,"{""given-name"": ""Julian"", ""surname"": ""Wilensky""}",1,"Julian Wilensky W.was born in 1882 in Kherson, Ukraine.He came, together with Hurwitz's troupe, to America and performed at the Windsor Theatre, where he acted for only half a season, also performing in Yiddish in the opera ""Aida"", ""Payatzn (Clowns)"", and ""Carmen"", later moving over to Aged in vaudeville"
4292,1.0,,4602,,,,,Mary Wilensky,,,"{""given-name"": ""Mary"", ""surname"": ""Wilensky""}",1,"Mary Wilensky (Miryam Katz) W.was born in April 1876 in Warsaw, Poland.Her father was a writer in the ""rathoyz"""
4293,1.0,,4603,,,,,Michael Wilensky,,,"{""given-name"": ""Michael"", ""surname"": ""Wilensky""}",1,"Michael Wilensky (Mikhal) W.was born on 18 September (A.S.) 1880 in Priluki, Poltava Gubernia, Ukraine"
4294,1.0,,4604,,,,,Max Wilner,,,"{""given-name"": ""Max"", ""surname"": ""Wilner""}",1,"Max Wilner Wilner was born on 18 December 1895 in Bzhozov (Brzozow), Galicia, to Chasidic parents.His father was a prayer leader.W"
4295,1.0,,4605,,,,,Max R. Wilner,,,"{""given-name"": ""Max"", ""middle-name"": ""R."", ""surname"": ""Wilner""}",1,"Max R.Wilner Born on 25 December 1881 in New York, America.Father -- the owner of a tailor workshop"
4296,1.0,,4606,,,,,Morris Winchevsky,,,"{""given-name"": ""Morris"", ""surname"": ""Winchevsky""}",1,"Morris Winchevsky (Bentsion Novachovits) Born on 9 August 1856 in Yanove, Kovno, Lite, into a pious, prominent family.He was raised in Kovno, wherein his parents raised him for seven years.There he learned Gemara, and at the same time also attended crown folks-shul"
4297,1.0,,4607,,,,,Leyb Winer,,,"{""given-name"": ""Leyb"", ""surname"": ""Winer""}",1,"Leyb Winer W.was born in 1913 in Vilna, Polish Lithuania.His father was a women's tailor"
4298,1.0,,4608,,,,,Anatol Winogradoff,,,"{""given-name"": ""Anatol"", ""surname"": ""Winogradoff""}",1,"Anatol Winogradoff (Naftali-Herts Glikman) Born on 2 October 1890 in Berezna, Vilna Gubernia.His parents were merchants.He was educated in Kiev, and he learned in a Russian gymnasium"
4299,1.0,,4609,,,,,Joseph Winogradoff,,,"{""given-name"": ""Joseph"", ""surname"": ""Winogradoff""}",1,"Joseph Winogradoff (Vaynshteyn) Born in 1868 in Vilna, Polish Lithuania.Father -- a poor furrier/hatter, a musician, in a cheder and ""helped"" his father at home.At the age of eight he came to Cantor Feinzilber, a year later in a choral school with Cantor Michaleski"
4300,1.0,,4610,,,,,Benzion Witler,,,"{""given-name"": ""Benzion"", ""surname"": ""Witler""}",1,"Benzion Witler Born in Belz, Galicia.His grandfather, R' Ira Lokman, was the head gabbai (sexton) for the Belz rabbi.He received a genuine, traditional Jewish education in Vienna, Austria, where his family migrated to when he was six years old"
4301,1.0,,4611,,,,,Herman Wohl,,,"{""given-name"": ""Herman"", ""surname"": ""Wohl""}",1,"Herman Wohl(Tsvi) Born on 8 September 1877 in Otinya, by Stanislawow, Eastern Galicia.His father was a religious storekeeper.He learned in a school and with a religious teacher"
4302,1.0,,4612,,,,,Israel Meir Wohlman,,,"{""given-name"": ""Israel"", ""middle-name"": ""Meir"", ""surname"": ""Wohlman""}",1,"Israel Meir Wohlman Born in 1821 -- according to ""Dovid Rabeynu Vesofryu"" -- and based upon an obituary, his birthday was on the 27th of June 1828.The newspaper ""Haynt"" gives the year as 1817.According to Z"
4303,1.0,,4613,,,,,Yehuda-Leib Wohlman,,,"{""given-name"": ""Yehuda-Leib"", ""surname"": ""Wohlman""}",1,"Yehuda-Leib Wohlman Born on 29 November 1880 in Konskovolye, Lublin Gubernia, Poland, a son of Hebrew writer Mendl Volman.Until the age of twenty he learned general studies and at the same time also his mother tongue and arithmetic, afterwards becoming an auto-didact and was introduced to European literature.From his calling as a manufacturer, W"
